"","X","date","date_cleaned","year","month","day","day_of_week","match_start_time","match_start_time_cleaned","match_start_hour","match_start_minute","home_team","away_team","stadium","attendance","home_team_league_rank","home_goals","away_team_league_rank","away_goals","home_possessions","away_possessions","home_shots","away_shots","home_on","away_on","home_off","away_off","home_blocked","away_blocked","home_pass","away_pass","home_chances","away_chances","home_corners","away_corners","home_offside","away_offside","home_tackles","away_tackles","home_duels","away_duels","home_saves","away_saves","home_fouls","away_fouls","home_yellow","away_yellow","home_red","away_red","links"
"271",271,"22nd October 2022","2022-10-22",2022,10,22,"Sat","12:30pm","0-01-01 12:30:00",12,30,"nottingham-forest","liverpool","The City Ground",29245,16,1,5,0,24.8,75.2,10,15,7,7,1,7,2,1,63.9,86.1,4,4,2,11,3,0,78.9,50,50,50,7,6,14,8,2,1,0,0,"https://www.skysports.com/football/nottingham-forest-vs-liverpool/464760"
"272",272,"22nd October 2022","2022-10-22",2022,10,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"everton","crystal-palace","Goodison Park",38939,17,3,11,0,45.8,54.2,9,9,6,2,1,4,2,3,81.9,84.9,2,0,3,4,1,2,76.9,60,54.5,45.5,2,3,16,14,3,4,0,0,"https://www.skysports.com/football/everton-vs-crystal-palace/464757"
"273",273,"22nd October 2022","2022-10-22",2022,10,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"manchester-city","brighton-and-hove-albion","Etihad Stadium",53223,1,3,6,1,48.4,51.6,10,8,4,2,3,3,3,3,82.5,84.5,2,1,7,3,0,4,64.3,37.5,11.1,88.9,1,1,11,12,1,3,0,0,"https://www.skysports.com/football/manchester-city-vs-brighton-and-hove-albion/464759"
"274",274,"22nd October 2022","2022-10-22",2022,10,22,"Sat","5:30pm","0-01-01 17:30:00",17,30,"chelsea","manchester-united","Stamford Bridge",39503,12,1,3,1,47.9,52.1,6,13,2,6,3,6,1,1,78,77.6,1,1,6,4,2,3,50,44.4,46.7,53.3,5,1,8,10,1,4,0,0,"https://www.skysports.com/football/chelsea-vs-manchester-united/464756"
"275",275,"20th October 2022","2022-10-20",2022,10,20,"Thu","7:30pm","0-01-01 19:30:00",19,30,"fulham","aston-villa","Craven Cottage",23508,10,3,7,0,60.4,39.6,18,12,8,6,5,3,5,3,85.7,77.5,2,0,9,7,0,3,58.3,42.9,53.1,46.9,6,5,11,11,0,2,0,1,"https://www.skysports.com/football/fulham-vs-aston-villa/464750"
"276",276,"20th October 2022","2022-10-20",2022,10,20,"Thu","8:15pm","0-01-01 20:15:00",20,15,"leicester-city","leeds-united","The King Power Stadium",30814,18,2,19,0,46.8,53.2,5,14,1,2,1,8,3,4,78.3,78.4,1,1,2,9,4,2,53.8,53.3,33.3,66.7,2,0,15,11,2,1,0,0,"https://www.skysports.com/football/leicester-city-vs-leeds-united/464751"
"277",277,"19th October 2022","2022-10-19",2022,10,19,"Wed","7:30pm","0-01-01 19:30:00",19,30,"bournemouth","southampton","Vitality Stadium",10405,15,0,20,1,53.5,46.5,15,9,3,3,8,2,4,4,81.9,81,0,1,7,3,2,0,38.5,47.8,62.5,37.5,2,3,8,13,1,3,0,0,"https://www.skysports.com/football/bournemouth-vs-southampton/464746"
"278",278,"19th October 2022","2022-10-19",2022,10,19,"Wed","7:30pm","0-01-01 19:30:00",19,30,"brentford","chelsea","Gtech Community Stadium",17118,9,0,12,0,33.7,66.3,8,14,5,5,2,3,1,6,70,85.2,2,1,6,2,2,0,47.4,47.1,52.2,47.8,5,5,7,7,0,0,0,0,"https://www.skysports.com/football/brentford-vs-chelsea/464747"
"279",279,"19th October 2022","2022-10-19",2022,10,19,"Wed","7:30pm","0-01-01 19:30:00",19,30,"liverpool","west-ham-united","Anfield",53346,5,1,14,0,53.8,46.2,22,8,7,3,8,4,7,1,85.2,80.8,1,4,8,3,1,0,61.5,53.3,61.1,38.9,3,6,9,8,0,0,0,0,"https://www.skysports.com/football/liverpool-vs-west-ham-united/464752"
"280",280,"19th October 2022","2022-10-19",2022,10,19,"Wed","7:30pm","0-01-01 19:30:00",19,30,"newcastle-united","everton","St James' Park, Newcastle",52247,4,1,17,0,49.8,50.2,16,1,4,0,9,1,3,0,76.8,76.2,1,0,8,2,0,3,77.8,44.4,64.7,35.3,0,3,9,12,2,4,0,0,"https://www.skysports.com/football/newcastle-united-vs-everton/464754"
"281",281,"19th October 2022","2022-10-19",2022,10,19,"Wed","8:15pm","0-01-01 20:15:00",20,15,"manchester-united","tottenham-hotspur","Old Trafford",73677,3,2,8,0,51.9,48.1,28,9,10,2,9,5,9,2,85.4,84.3,2,1,8,3,4,0,70.6,50,61.1,38.9,2,8,7,7,1,0,0,0,"https://www.skysports.com/football/manchester-united-vs-tottenham-hotspur/464753"
"282",282,"18th October 2022","2022-10-18",2022,10,18,"Tue","7:30pm","0-01-01 19:30:00",19,30,"brighton-and-hove-albion","nottingham-forest","Amex Stadium",31463,6,0,16,0,70.3,29.7,19,3,7,0,7,3,5,0,86.8,67.7,2,0,9,1,1,0,63.6,61.5,51.6,48.4,0,7,10,14,3,1,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-nottingham-forest/464748"
"283",283,"18th October 2022","2022-10-18",2022,10,18,"Tue","8:15pm","0-01-01 20:15:00",20,15,"crystal-palace","wolverhampton-wanderers","Selhurst Park",25125,11,2,13,1,51.3,48.7,14,10,4,4,5,5,5,1,82.4,79.4,2,2,4,3,0,4,52.2,51.7,58.6,41.4,3,2,14,18,3,1,0,0,"https://www.skysports.com/football/crystal-palace-vs-wolverhampton-wanderers/464749"
"284",284,"16th October 2022","2022-10-16",2022,10,16,"Sun","2:00pm","0-01-01 14:00:00",14,0,"aston-villa","chelsea","Villa Park",41754,7,0,12,2,41.1,58.9,18,8,7,4,7,3,4,1,80.2,85.4,3,2,7,1,3,1,41.7,66.7,66.7,33.3,2,7,12,11,0,3,0,0,"https://www.skysports.com/football/aston-villa-vs-chelsea/464735"
"285",285,"16th October 2022","2022-10-16",2022,10,16,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leeds-united","arsenal","Elland Road",36700,19,0,2,1,47,53,16,9,4,4,5,2,7,3,78,83,1,1,6,3,4,0,56,58.8,56.5,43.5,3,4,10,11,0,2,0,0,"https://www.skysports.com/football/leeds-united-vs-arsenal/464738"
"286",286,"16th October 2022","2022-10-16",2022,10,16,"Sun","2:00pm","0-01-01 14:00:00",14,0,"manchester-united","newcastle-united","Old Trafford",73726,3,0,4,0,63,37,15,9,2,2,8,5,5,2,81.1,72.1,2,0,4,4,2,0,61.1,30.8,35,65,2,2,13,11,3,1,0,0,"https://www.skysports.com/football/manchester-united-vs-newcastle-united/464741"
"287",287,"16th October 2022","2022-10-16",2022,10,16,"Sun","2:00pm","0-01-01 14:00:00",14,0,"southampton","west-ham-united","St. Mary's Stadium",29159,20,1,14,1,39.1,60.9,10,25,8,4,1,9,1,12,72.4,80.1,1,1,4,14,1,0,35.7,54.5,50,50,3,7,7,3,1,1,0,0,"https://www.skysports.com/football/southampton-vs-west-ham-united/464742"
"288",288,"16th October 2022","2022-10-16",2022,10,16,"Sun","4:30pm","0-01-01 16:30:00",16,30,"liverpool","manchester-city","Anfield",53286,5,1,1,0,36.8,63.2,13,16,2,6,8,4,3,6,76.9,87.7,5,1,5,6,3,0,52.2,70,40,60,6,1,10,7,3,1,0,0,"https://www.skysports.com/football/liverpool-vs-manchester-city/464740"
"289",289,"15th October 2022","2022-10-15",2022,10,15,"Sat","12:30pm","0-01-01 12:30:00",12,30,"leicester-city","crystal-palace","The King Power Stadium",31298,18,0,11,0,53.1,46.9,14,8,5,1,5,5,4,2,85.1,82.9,1,0,9,2,2,1,48,69.2,40.9,59.1,1,6,18,13,2,2,0,0,"https://www.skysports.com/football/leicester-city-vs-crystal-palace/464739"
"290",290,"15th October 2022","2022-10-15",2022,10,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"fulham","bournemouth","Craven Cottage",22913,10,2,15,2,68.9,31.1,19,10,4,6,8,4,7,0,84.8,69.8,0,2,5,6,1,0,75,50,51.4,48.6,4,2,9,11,2,0,0,0,"https://www.skysports.com/football/fulham-vs-bournemouth/464737"
"291",291,"15th October 2022","2022-10-15",2022,10,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","nottingham-forest","Molineux",31554,13,1,16,0,58,42,9,10,2,2,5,6,2,2,81.6,71.9,0,0,4,5,2,1,47.1,37.5,34.6,65.4,2,1,17,13,2,2,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-nottingham-forest/464744"
"292",292,"15th October 2022","2022-10-15",2022,10,15,"Sat","5:30pm","0-01-01 17:30:00",17,30,"tottenham-hotspur","everton","Tottenham Hotspur Stadium",61812,8,2,17,0,61.5,38.5,21,4,7,0,6,3,8,1,88.3,81.7,2,0,7,1,0,0,75,66.7,56.5,43.5,0,5,12,13,1,4,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-everton/464743"
"293",293,"14th October 2022","2022-10-14",2022,10,14,"Fri","8:00pm","0-01-01 20:00:00",20,0,"brentford","brighton-and-hove-albion","Gtech Community Stadium",17016,9,2,6,0,27.5,72.5,7,21,3,7,4,4,0,10,66.8,85.1,2,2,2,11,0,3,58.3,60,53.1,46.9,7,0,12,15,3,1,0,0,"https://www.skysports.com/football/brentford-vs-brighton-and-hove-albion/464736"
"294",294,"10th October 2022","2022-10-10",2022,10,10,"Mon","8:00pm","0-01-01 20:00:00",20,0,"nottingham-forest","aston-villa","The City Ground",29208,16,1,7,1,39.9,60.1,6,12,3,2,1,2,2,8,73.9,86.2,0,1,1,4,0,3,64.3,50,70,30,1,2,13,19,3,3,0,0,"https://www.skysports.com/football/nottingham-forest-vs-aston-villa/464733"
"295",295,"9th October 2022","2022-10-09",2022,10,9,"Sun","2:00pm","0-01-01 14:00:00",14,0,"crystal-palace","leeds-united","Selhurst Park",25042,11,2,19,1,54.5,45.5,13,10,5,4,5,2,3,4,76.8,64.3,3,1,5,3,2,2,38.9,44.8,53.6,46.4,3,3,13,23,3,3,0,0,"https://www.skysports.com/football/crystal-palace-vs-leeds-united/464729"
"296",296,"9th October 2022","2022-10-09",2022,10,9,"Sun","2:00pm","0-01-01 14:00:00",14,0,"west-ham-united","fulham","London Stadium",62454,14,3,10,1,50.3,49.7,17,8,8,2,4,4,5,2,82.5,82.3,3,0,4,2,1,2,58.3,50,43.8,56.3,1,5,9,7,1,3,0,0,"https://www.skysports.com/football/west-ham-united-vs-fulham/464734"
"297",297,"9th October 2022","2022-10-09",2022,10,9,"Sun","4:30pm","0-01-01 16:30:00",16,30,"arsenal","liverpool","Emirates Stadium",59968,2,3,5,2,44,56,11,8,7,3,1,2,3,3,78.2,80.9,2,1,4,3,3,6,62.5,46.7,56.5,43.5,2,4,11,11,1,2,0,0,"https://www.skysports.com/football/arsenal-vs-liverpool/464725"
"298",298,"9th October 2022","2022-10-09",2022,10,9,"Sun","7:00pm","0-01-01 19:00:00",19,0,"everton","manchester-united","Goodison Park",39258,17,1,3,2,39.7,60.3,11,12,2,4,3,5,6,3,78.7,83.7,0,3,5,4,1,4,66.7,40,43.3,56.7,2,1,7,13,2,1,0,0,"https://www.skysports.com/football/everton-vs-manchester-united/464730"
"299",299,"8th October 2022","2022-10-08",2022,10,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"bournemouth","leicester-city","Vitality Stadium",10272,15,2,18,1,44.2,55.8,10,9,4,5,2,2,4,2,84.7,86.2,1,1,7,2,3,0,84.6,68.8,26.9,73.1,4,2,8,16,1,2,0,0,"https://www.skysports.com/football/bournemouth-vs-leicester-city/464726"
"300",300,"8th October 2022","2022-10-08",2022,10,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"chelsea","wolverhampton-wanderers","Stamford Bridge",39940,12,3,13,0,57.4,42.6,20,8,7,2,10,5,3,1,87.6,83.5,4,1,4,2,3,0,57.7,69.2,40.9,59.1,2,4,8,8,2,0,0,0,"https://www.skysports.com/football/chelsea-vs-wolverhampton-wanderers/464728"
"301",301,"8th October 2022","2022-10-08",2022,10,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"manchester-city","southampton","Etihad Stadium",53365,1,4,20,0,65.2,34.8,21,5,8,0,9,3,4,2,89.5,80.7,6,0,9,1,1,1,53.3,47.4,52.4,47.6,0,4,4,8,0,1,0,0,"https://www.skysports.com/football/manchester-city-vs-southampton/464731"
"302",302,"8th October 2022","2022-10-08",2022,10,8,"Sat","3:00pm","0-01-01 15:00:00",15,0,"newcastle-united","brentford","St James' Park, Newcastle",52067,4,5,9,1,54.4,45.6,16,6,6,3,4,1,6,2,79.4,74.7,2,0,9,5,1,3,40,70,53.6,46.4,2,2,14,9,0,1,0,0,"https://www.skysports.com/football/newcastle-united-vs-brentford/464732"
"303",303,"8th October 2022","2022-10-08",2022,10,8,"Sat","5:30pm","0-01-01 17:30:00",17,30,"brighton-and-hove-albion","tottenham-hotspur","Amex Stadium",31498,6,0,8,1,58.9,41.1,14,8,4,3,5,4,5,1,87.9,81.4,1,1,6,2,2,3,52.9,80,52.2,47.8,2,4,9,14,1,2,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-tottenham-hotspur/464727"
"304",304,"3rd October 2022","2022-10-03",2022,10,3,"Mon","8:00pm","0-01-01 20:00:00",20,0,"leicester-city","nottingham-forest","The King Power Stadium",32202,18,4,16,0,51.6,48.4,17,10,7,3,7,5,3,2,84.6,78,2,3,6,6,3,4,63.6,69.2,52.2,47.8,3,4,13,12,2,4,0,0,"https://www.skysports.com/football/leicester-city-vs-nottingham-forest/464720"
"305",305,"2nd October 2022","2022-10-02",2022,10,2,"Sun","2:00pm","0-01-01 14:00:00",14,0,"manchester-city","manchester-united","Etihad Stadium",53475,1,6,3,3,53.9,46.1,22,12,10,8,6,1,6,3,88,85.7,3,0,5,1,1,0,57.1,35.7,62.5,37.5,5,3,3,9,0,3,0,0,"https://www.skysports.com/football/manchester-city-vs-manchester-united/464722"
"306",306,"2nd October 2022","2022-10-02",2022,10,2,"Sun","4:30pm","0-01-01 16:30:00",16,30,"leeds-united","aston-villa","Elland Road",36582,19,0,7,0,43.8,56.2,6,19,1,7,2,8,3,4,72,77.2,0,3,2,9,0,2,75,68.8,42.1,57.9,6,1,23,12,3,2,1,0,"https://www.skysports.com/football/leeds-united-vs-aston-villa/464719"
"307",307,"1st October 2022","2022-10-01",2022,10,1,"Sat","12:30pm","0-01-01 12:30:00",12,30,"arsenal","tottenham-hotspur","Emirates Stadium",60278,2,3,8,1,64.7,35.3,22,7,9,3,9,2,4,2,90.4,78.2,1,1,5,2,1,3,71.4,62.5,56.3,43.8,2,6,10,10,2,1,0,1,"https://www.skysports.com/football/arsenal-vs-tottenham-hotspur/464715"
"308",308,"1st October 2022","2022-10-01",2022,10,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"bournemouth","brentford","Vitality Stadium",10126,15,0,9,0,42,58,7,13,1,4,4,5,2,4,79.2,83,1,1,7,8,1,2,57.1,70,54.5,45.5,4,0,11,10,1,2,0,0,"https://www.skysports.com/football/bournemouth-vs-brentford/464716"
"309",309,"1st October 2022","2022-10-01",2022,10,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","chelsea","Selhurst Park",25198,11,1,12,2,36,64,7,13,3,3,4,7,0,3,77.9,88,1,0,5,2,1,0,55.6,56.3,45,55,1,2,11,13,1,3,0,0,"https://www.skysports.com/football/crystal-palace-vs-chelsea/464717"
"310",310,"1st October 2022","2022-10-01",2022,10,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"fulham","newcastle-united","Craven Cottage",22913,10,1,4,4,31.7,68.3,3,19,1,10,1,4,1,5,67.6,87.6,1,4,1,8,4,7,76.9,66.7,10,90,6,0,9,10,2,0,1,0,"https://www.skysports.com/football/fulham-vs-newcastle-united/464718"
"311",311,"1st October 2022","2022-10-01",2022,10,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"liverpool","brighton-and-hove-albion","Anfield",53320,5,3,6,3,53.8,46.2,15,6,7,6,6,0,2,0,81.5,78,4,5,9,2,1,0,64.3,39.1,57.9,42.1,3,5,9,13,1,1,0,0,"https://www.skysports.com/football/liverpool-vs-brighton-and-hove-albion/464721"
"312",312,"1st October 2022","2022-10-01",2022,10,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"southampton","everton","St. Mary's Stadium",30510,20,1,17,2,54.2,45.8,22,12,6,5,9,4,7,3,81.3,77.6,3,4,7,6,0,1,50,56.5,40.6,59.4,3,5,11,10,2,2,0,0,"https://www.skysports.com/football/southampton-vs-everton/464723"
"313",313,"1st October 2022","2022-10-01",2022,10,1,"Sat","5:30pm","0-01-01 17:30:00",17,30,"west-ham-united","wolverhampton-wanderers","London Stadium",62444,14,2,13,0,39.1,60.9,18,15,5,4,5,7,8,4,80.9,87.2,0,1,1,6,2,1,59.1,58.3,64,36,4,3,8,6,2,2,0,0,"https://www.skysports.com/football/west-ham-united-vs-wolverhampton-wanderers/464724"
"314",314,"18th September 2022","2022-09-18",2022,9,18,"Sun","12:00pm","0-01-01 12:00:00",12,0,"brentford","arsenal","Gtech Community Stadium",17122,9,0,2,3,36.1,63.9,5,13,2,7,3,4,0,2,74.1,86,1,2,3,3,3,1,61.9,75,72.4,27.6,4,2,10,10,0,2,0,0,"https://www.skysports.com/football/brentford-vs-arsenal/464706"
"315",315,"18th September 2022","2022-09-18",2022,9,18,"Sun","2:15pm","0-01-01 14:15:00",14,15,"everton","west-ham-united","Goodison Park",39298,17,1,14,0,53.6,46.4,7,14,2,4,4,3,1,7,83,79.6,0,0,5,14,1,1,61.1,38.9,47.6,52.4,4,1,8,11,3,1,0,0,"https://www.skysports.com/football/everton-vs-west-ham-united/464709"
"316",316,"17th September 2022","2022-09-17",2022,9,17,"Sat","12:30pm","0-01-01 12:30:00",12,30,"wolverhampton-wanderers","manchester-city","Molineux",31578,13,0,1,3,40.8,59.2,6,16,1,7,4,5,1,4,83.6,90.5,0,1,5,7,0,1,57.9,57.9,26.7,73.3,4,1,7,9,2,1,1,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-manchester-city/464714"
"317",317,"17th September 2022","2022-09-17",2022,9,17,"Sat","3:00pm","0-01-01 15:00:00",15,0,"newcastle-united","bournemouth","St James' Park, Newcastle",52238,4,1,15,1,72.4,27.6,20,10,7,3,8,5,5,2,86.5,67.3,0,1,8,1,3,1,75,77.8,56,44,2,6,10,11,2,2,0,0,"https://www.skysports.com/football/newcastle-united-vs-bournemouth/464711"
"318",318,"17th September 2022","2022-09-17",2022,9,17,"Sat","5:30pm","0-01-01 17:30:00",17,30,"tottenham-hotspur","leicester-city","Tottenham Hotspur Stadium",61450,8,6,18,2,43.7,56.3,16,19,11,7,2,7,3,5,83.6,87.3,2,1,6,1,1,0,28.6,75,54.5,45.5,5,5,9,9,1,2,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-leicester-city/464713"
"319",319,"16th September 2022","2022-09-16",2022,9,16,"Fri","8:00pm","0-01-01 20:00:00",20,0,"aston-villa","southampton","Villa Park",40758,7,1,20,0,52.7,47.3,11,7,3,1,3,3,5,3,74.3,73.7,1,0,6,3,1,0,54.3,64.3,59.2,40.8,1,2,13,13,3,1,0,0,"https://www.skysports.com/football/aston-villa-vs-southampton/464705"
"320",320,"16th September 2022","2022-09-16",2022,9,16,"Fri","8:00pm","0-01-01 20:00:00",20,0,"nottingham-forest","fulham","The City Ground",28654,16,2,10,3,40.8,59.2,11,15,3,7,5,3,3,5,74.4,82.9,2,2,2,10,2,1,30,41.7,55.9,44.1,4,1,11,10,2,4,0,0,"https://www.skysports.com/football/nottingham-forest-vs-fulham/464712"
"321",321,"4th September 2022","2022-09-04",2022,9,4,"Sun","2:00pm","0-01-01 14:00:00",14,0,"brighton-and-hove-albion","leicester-city","Amex Stadium",31185,6,5,18,2,53.5,46.5,23,6,11,4,5,1,7,1,85.4,82.6,3,2,10,1,2,3,70.6,61.5,47.6,52.4,2,7,6,8,1,1,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-leicester-city/464687"
"322",322,"4th September 2022","2022-09-04",2022,9,4,"Sun","4:30pm","0-01-01 16:30:00",16,30,"manchester-united","arsenal","Old Trafford",73431,3,3,2,1,39.5,60.5,10,16,6,3,3,8,1,5,78.1,83.4,4,2,2,5,4,0,47.1,57.1,76.9,23.1,2,3,13,9,3,3,0,0,"https://www.skysports.com/football/manchester-united-vs-arsenal/464690"
"323",323,"3rd September 2022","2022-09-03",2022,9,3,"Sat","12:30pm","0-01-01 12:30:00",12,30,"everton","liverpool","Goodison Park",39240,17,0,5,0,39.1,60.9,14,23,3,8,6,9,5,6,71.9,81,1,0,7,9,3,2,57.9,80,39.1,60.9,8,4,7,11,2,2,0,0,"https://www.skysports.com/football/everton-vs-liverpool/464689"
"324",324,"3rd September 2022","2022-09-03",2022,9,3,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brentford","leeds-united","Gtech Community Stadium",16957,9,5,19,2,31.1,68.9,14,17,8,6,5,7,1,4,64.7,82.4,3,3,2,6,1,1,70.8,70.8,60.7,39.3,4,3,8,9,2,2,0,0,"https://www.skysports.com/football/brentford-vs-leeds-united/464686"
"325",325,"3rd September 2022","2022-09-03",2022,9,3,"Sat","3:00pm","0-01-01 15:00:00",15,0,"chelsea","west-ham-united","Stamford Bridge",39923,12,2,14,1,68.1,31.9,8,6,3,3,2,2,3,1,87.3,75.3,2,2,10,3,1,1,68.8,64.3,50,50,2,1,6,11,4,2,0,0,"https://www.skysports.com/football/chelsea-vs-west-ham-united/464688"
"326",326,"3rd September 2022","2022-09-03",2022,9,3,"Sat","3:00pm","0-01-01 15:00:00",15,0,"newcastle-united","crystal-palace","St James' Park, Newcastle",51863,4,0,11,0,51.7,48.3,23,19,6,9,7,4,10,6,78.8,77.9,3,0,13,5,2,1,61.1,73.9,50,50,9,5,19,12,2,2,0,0,"https://www.skysports.com/football/newcastle-united-vs-crystal-palace/464691"
"327",327,"3rd September 2022","2022-09-03",2022,9,3,"Sat","3:00pm","0-01-01 15:00:00",15,0,"nottingham-forest","bournemouth","The City Ground",28720,16,2,15,3,52.7,47.3,11,8,3,3,3,2,5,3,82.7,81.2,0,1,4,6,1,1,53.8,66.7,50,50,0,1,13,10,2,1,0,0,"https://www.skysports.com/football/nottingham-forest-vs-bournemouth/464692"
"328",328,"3rd September 2022","2022-09-03",2022,9,3,"Sat","3:00pm","0-01-01 15:00:00",15,0,"tottenham-hotspur","fulham","Tottenham Hotspur Stadium",61641,8,2,10,1,51.9,48.1,23,9,10,3,7,5,6,1,88,85.7,1,0,10,3,3,0,47.4,61.1,60.7,39.3,2,8,9,6,3,4,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-fulham/464693"
"329",329,"3rd September 2022","2022-09-03",2022,9,3,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","southampton","Molineux",30546,13,1,20,0,50.8,49.2,7,12,2,1,4,7,1,4,80.8,78.1,2,1,5,6,1,0,64.3,60,58.3,41.7,1,1,10,14,4,2,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-southampton/464694"
"330",330,"3rd September 2022","2022-09-03",2022,9,3,"Sat","5:30pm","0-01-01 17:30:00",17,30,"aston-villa","manchester-city","Villa Park",41830,7,1,1,1,27.7,72.3,3,13,1,4,1,5,1,4,70.7,88.2,0,4,1,4,5,3,60,38.5,32.5,67.5,3,0,7,6,2,0,0,0,"https://www.skysports.com/football/aston-villa-vs-manchester-city/464685"
"331",331,"1st September 2022","2022-09-01",2022,9,1,"Thu","8:00pm","0-01-01 20:00:00",20,0,"leicester-city","manchester-united","The King Power Stadium",32226,18,0,3,1,53.9,46.1,10,9,2,2,5,5,3,2,81.8,78,1,1,1,3,0,2,61.9,53.3,52.9,47.1,1,2,7,15,1,3,0,0,"https://www.skysports.com/football/leicester-city-vs-manchester-united/464680"
"332",332,"31st August 2022","2022-08-31",2022,8,31,"Wed","7:30pm","0-01-01 19:30:00",19,30,"arsenal","aston-villa","Emirates Stadium",60012,2,2,7,1,58.9,41.1,22,4,9,3,6,1,7,0,84.9,77,2,0,10,3,1,1,70,37.5,52.4,47.6,2,6,10,14,2,3,0,0,"https://www.skysports.com/football/arsenal-vs-aston-villa/464675"
"333",333,"31st August 2022","2022-08-31",2022,8,31,"Wed","7:30pm","0-01-01 19:30:00",19,30,"bournemouth","wolverhampton-wanderers","Vitality Stadium",10113,15,0,13,0,34.1,65.9,5,17,2,4,2,9,1,4,74.4,89.2,0,2,2,5,0,3,83.3,42.3,46.2,53.8,3,2,12,12,2,1,0,0,"https://www.skysports.com/football/bournemouth-vs-wolverhampton-wanderers/464676"
"334",334,"31st August 2022","2022-08-31",2022,8,31,"Wed","7:30pm","0-01-01 19:30:00",19,30,"manchester-city","nottingham-forest","Etihad Stadium",53409,1,6,16,0,74.9,25.1,17,8,9,1,6,4,2,3,91.7,73.6,4,2,10,1,2,2,84.6,57.1,68,32,1,3,9,7,0,1,0,0,"https://www.skysports.com/football/manchester-city-vs-nottingham-forest/464683"
"335",335,"31st August 2022","2022-08-31",2022,8,31,"Wed","7:45pm","0-01-01 19:45:00",19,45,"west-ham-united","tottenham-hotspur","London Stadium",62450,14,1,8,1,38.3,61.7,14,12,4,3,8,2,2,7,83.2,89.4,2,0,3,4,1,0,69.2,42.9,64.3,35.7,3,3,10,10,2,5,0,0,"https://www.skysports.com/football/west-ham-united-vs-tottenham-hotspur/464681"
"336",336,"31st August 2022","2022-08-31",2022,8,31,"Wed","8:00pm","0-01-01 20:00:00",20,0,"liverpool","newcastle-united","Anfield",53316,5,2,4,1,71.8,28.2,23,5,6,2,8,3,9,0,83.7,63.7,1,1,13,0,2,2,71.4,39.1,40.5,59.5,1,4,9,10,0,2,0,0,"https://www.skysports.com/football/liverpool-vs-newcastle-united/464682"
"337",337,"30th August 2022","2022-08-30",2022,8,30,"Tue","7:30pm","0-01-01 19:30:00",19,30,"crystal-palace","brentford","Selhurst Park",25043,11,1,9,1,48.9,51.1,13,9,4,3,6,5,3,1,81.1,80.1,0,5,4,6,1,0,57.1,92.9,53.8,46.2,2,3,11,8,1,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-brentford/464677"
"338",338,"30th August 2022","2022-08-30",2022,8,30,"Tue","7:30pm","0-01-01 19:30:00",19,30,"fulham","brighton-and-hove-albion","Craven Cottage",22224,10,2,6,1,39.1,60.9,10,7,3,4,7,3,0,0,74.7,83.7,1,1,3,3,0,2,57.7,52.2,58.1,41.9,2,2,9,11,2,1,0,0,"https://www.skysports.com/football/fulham-vs-brighton-and-hove-albion/464678"
"339",339,"30th August 2022","2022-08-30",2022,8,30,"Tue","7:45pm","0-01-01 19:45:00",19,45,"southampton","chelsea","St. Mary's Stadium",31542,20,2,12,1,32.2,67.8,9,10,7,4,0,2,2,4,61,82,3,1,5,3,0,3,68.4,50,44.8,55.2,3,3,15,10,2,1,0,0,"https://www.skysports.com/football/southampton-vs-chelsea/464684"
"340",340,"30th August 2022","2022-08-30",2022,8,30,"Tue","8:00pm","0-01-01 20:00:00",20,0,"leeds-united","everton","Elland Road",36338,19,1,17,1,69.1,30.9,14,7,5,2,8,2,1,3,83.1,69.5,1,3,10,2,2,2,52,46.4,66.7,33.3,1,4,10,9,3,3,0,0,"https://www.skysports.com/football/leeds-united-vs-everton/464679"
