"","X","date","date_cleaned","year","month","day","day_of_week","match_start_time","match_start_time_cleaned","match_start_hour","match_start_minute","home_team","away_team","stadium","attendance","home_team_league_rank","home_goals","away_team_league_rank","away_goals","home_possessions","away_possessions","home_shots","away_shots","home_on","away_on","home_off","away_off","home_blocked","away_blocked","home_pass","away_pass","home_chances","away_chances","home_corners","away_corners","home_offside","away_offside","home_tackles","away_tackles","home_duels","away_duels","home_saves","away_saves","home_fouls","away_fouls","home_yellow","away_yellow","home_red","away_red","links"
"929",929,"2/2/2021","2021-02-02",2021,2,2,"Tue","6:00pm","0-01-01 18:00:00",18,0,"wolverhampton-wanderers","arsenal","Molineux",0,13,2,2,1,54.6,45.4,11,9,7,3,4,1,0,5,91,89.1,1,1,9,6,1,3,70,53.8,47.8,52.2,2,5,11,8,3,2,0,2,"https://www.skysports.com/football/wolverhampton-wanderers-vs-arsenal/stats/429053"
"930",930,"2/2/2021","2021-02-02",2021,2,2,"Tue","6:00pm","0-01-01 18:00:00",18,0,"sheffield-united","west-bromwich-albion","Bramall Lane",0,25,2,24,1,68.3,31.7,14,8,6,4,4,2,4,2,83.5,64.9,1,1,9,2,0,3,55,61.1,47.4,52.6,3,4,11,9,2,1,0,0,"https://www.skysports.com/football/sheffield-united-vs-west-bromwich-albion/stats/429052"
"931",931,"31/01/2021","2021-01-31",2021,1,31,"Sun","7:15pm","0-01-01 19:15:00",19,15,"brighton-and-hove-albion","tottenham-hotspur","Amex Stadium",0,6,1,8,0,43.2,56.8,16,8,5,4,7,1,4,3,80.3,81.8,1,0,9,2,1,1,63.2,46.2,38.9,61.1,4,2,11,11,2,1,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-tottenham-hotspur/stats/429038"
"932",932,"31/01/2021","2021-01-31",2021,1,31,"Sun","4:30pm","0-01-01 16:30:00",16,30,"west-ham-united","liverpool","London Stadium",0,14,1,5,3,32.8,67.2,8,14,2,5,3,6,3,3,76.7,89.2,0,3,6,5,2,1,66.7,61.5,50,50,2,1,7,8,2,0,0,0,"https://www.skysports.com/football/west-ham-united-vs-liverpool/stats/429046"
"933",933,"31/01/2021","2021-01-31",2021,1,31,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leicester-city","leeds-united","The King Power Stadium",0,18,1,19,3,50.8,49.2,18,8,8,7,4,0,6,1,75,72.2,2,4,6,4,2,2,73.3,59.3,64.7,35.3,3,7,17,16,0,3,0,0,"https://www.skysports.com/football/leicester-city-vs-leeds-united/stats/429042"
"934",934,"31/01/2021","2021-01-31",2021,1,31,"Sun","12:00pm","0-01-01 12:00:00",12,0,"chelsea","burnley","Stamford Bridge",0,12,2,23,0,71.1,28.9,19,1,8,0,9,1,2,0,86.7,65.2,2,1,4,2,2,2,61.5,40,37.1,62.9,0,7,7,9,0,1,0,0,"https://www.skysports.com/football/chelsea-vs-burnley/stats/429039"
"935",935,"30/01/2021","2021-01-30",2021,1,30,"Sat","8:00pm","0-01-01 20:00:00",20,0,"southampton","aston-villa","St. Mary's Stadium",0,20,0,7,1,59.8,40.2,20,8,5,4,6,3,9,1,81.1,74.1,2,1,7,1,4,5,54.2,56.5,39.3,60.7,3,4,12,11,1,0,0,0,"https://www.skysports.com/football/southampton-vs-aston-villa/stats/429044"
"936",936,"30/01/2021","2021-01-30",2021,1,30,"Sat","5:30pm","0-01-01 17:30:00",17,30,"arsenal","manchester-united","Emirates Stadium",0,2,0,3,0,43.3,56.7,17,14,3,3,8,8,6,3,80.7,85.9,0,2,4,7,0,2,53.8,40,45.5,54.5,3,3,9,10,1,3,0,0,"https://www.skysports.com/football/arsenal-vs-manchester-united/stats/429037"
"937",937,"30/01/2021","2021-01-30",2021,1,30,"Sat","3:00pm","0-01-01 15:00:00",15,0,"west-bromwich-albion","fulham","The Hawthorns",0,24,2,10,2,37.5,62.5,5,12,3,7,2,3,0,2,64,80.8,1,3,2,3,1,1,53.8,62.5,35.7,64.3,5,1,9,10,1,0,0,0,"https://www.skysports.com/football/west-bromwich-albion-vs-fulham/stats/429045"
"938",938,"30/01/2021","2021-01-30",2021,1,30,"Sat","3:00pm","0-01-01 15:00:00",15,0,"manchester-city","sheffield-united","Etihad Stadium",0,1,1,25,0,75,25,10,4,5,1,1,2,4,1,90.6,75.5,2,0,10,0,0,1,58.3,46.7,50,50,1,4,7,10,0,3,0,0,"https://www.skysports.com/football/manchester-city-vs-sheffield-united/stats/429043"
"939",939,"30/01/2021","2021-01-30",2021,1,30,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","wolverhampton-wanderers","Selhurst Park",0,11,1,13,0,47.3,52.7,11,6,2,4,6,1,3,1,86.9,88,1,1,1,6,1,1,42.9,60,52.9,47.1,4,1,7,10,1,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-wolverhampton-wanderers/stats/429040"
"940",940,"30/01/2021","2021-01-30",2021,1,30,"Sat","12:30pm","0-01-01 12:30:00",12,30,"everton","newcastle-united","Goodison Park",0,17,0,4,2,60.9,39.1,11,13,3,3,6,5,2,5,84.8,75.1,0,4,7,12,4,0,70.6,57.1,63.6,36.4,1,3,13,6,3,4,0,0,"https://www.skysports.com/football/everton-vs-newcastle-united/stats/429041"
"941",941,"28/01/2021","2021-01-28",2021,1,28,"Thu","8:00pm","0-01-01 20:00:00",20,0,"tottenham-hotspur","liverpool","8 Stadium",0,8,1,5,3,49.8,50.2,3,14,2,7,1,6,0,1,84.1,85.9,0,3,1,2,2,2,57.1,80,52.2,47.8,4,1,9,11,1,2,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-liverpool/stats/429036"
"942",942,"27/01/2021","2021-01-27",2021,1,27,"Wed","8:15pm","0-01-01 20:15:00",20,15,"manchester-united","sheffield-united","Old Trafford",0,3,1,25,2,75.8,24.2,16,5,4,3,5,1,7,1,88.5,68.9,1,1,7,2,0,5,52.4,60,82.1,17.9,1,3,10,12,1,1,0,0,"https://www.skysports.com/football/manchester-united-vs-sheffield-united/stats/429030"
"943",943,"27/01/2021","2021-01-27",2021,1,27,"Wed","8:15pm","0-01-01 20:15:00",20,15,"everton","leicester-city","Goodison Park",0,17,1,18,1,35,65,8,19,2,6,4,3,2,10,76.2,86.2,0,0,5,11,2,1,64.3,63.2,44.1,55.9,5,1,12,10,1,1,0,0,"https://www.skysports.com/football/everton-vs-leicester-city/stats/429029"
"944",944,"27/01/2021","2021-01-27",2021,1,27,"Wed","7:30pm","0-01-01 19:30:00",19,30,"brighton-and-hove-albion","fulham","Amex Stadium",0,6,0,10,0,49.5,50.5,16,10,5,3,5,5,6,2,71.3,73.8,3,0,10,0,3,0,60.9,58.3,51.9,48.1,2,5,10,14,2,1,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-fulham/stats/429027"
"945",945,"27/01/2021","2021-01-27",2021,1,27,"Wed","6:00pm","0-01-01 18:00:00",18,0,"chelsea","wolverhampton-wanderers","Stamford Bridge",0,12,0,13,0,78.9,21.1,14,4,5,0,5,4,4,0,92.4,71.4,0,0,13,1,2,0,73.3,80,50,50,0,5,14,7,1,1,0,0,"https://www.skysports.com/football/chelsea-vs-wolverhampton-wanderers/stats/429032"
"946",946,"27/01/2021","2021-01-27",2021,1,27,"Wed","6:00pm","0-01-01 18:00:00",18,0,"burnley","aston-villa","Turf Moor",0,23,3,7,2,38.2,61.8,10,18,5,10,3,5,2,3,58.6,77.7,1,4,2,4,3,2,59.1,33.3,52.1,47.9,8,2,16,7,1,0,0,0,"https://www.skysports.com/football/burnley-vs-aston-villa/stats/429028"
"947",947,"26/01/2021","2021-01-26",2021,1,26,"Tue","8:15pm","0-01-01 20:15:00",20,15,"southampton","arsenal","St. Mary's Stadium",0,20,1,2,3,58,42,13,9,5,5,5,4,3,0,85.4,77.3,0,4,4,5,2,2,64.7,53.3,47.6,52.4,1,4,11,6,1,2,0,0,"https://www.skysports.com/football/southampton-vs-arsenal/stats/429035"
"948",948,"26/01/2021","2021-01-26",2021,1,26,"Tue","8:15pm","0-01-01 20:15:00",20,15,"west-bromwich-albion","manchester-city","The Hawthorns",0,24,0,1,5,22.3,77.7,4,18,1,7,2,4,1,7,66,91.2,0,1,3,8,0,1,46.2,62.5,27,73,2,1,8,8,2,0,0,0,"https://www.skysports.com/football/west-bromwich-albion-vs-manchester-city/stats/429031"
"949",949,"26/01/2021","2021-01-26",2021,1,26,"Tue","6:00pm","0-01-01 18:00:00",18,0,"crystal-palace","west-ham-united","Selhurst Park",0,11,2,14,3,54.2,45.8,6,17,3,7,3,6,0,4,78.7,75.4,1,5,3,4,0,2,47.1,61.1,67.4,62.6,5,1,9,8,0,0,0,0,"https://www.skysports.com/football/crystal-palace-vs-west-ham-united/stats/429033"
"950",950,"26/01/2021","2021-01-26",2021,1,26,"Tue","6:00pm","0-01-01 18:00:00",18,0,"newcastle-united","leeds-united","St James' Park, Newcastle",0,4,1,19,2,42.3,57.7,22,9,5,2,10,4,7,3,70.9,73.3,1,0,9,5,1,0,54.5,46.7,48.1,51.9,1,4,10,15,1,3,0,0,"https://www.skysports.com/football/newcastle-united-vs-leeds-united/stats/429034"
"951",951,"13/05/2021","2021-05-13",2021,5,13,"Thu","6:00pm","0-01-01 18:00:00",18,0,"aston-villa","everton","Villa Park",0,7,0,17,0,58,42,13,15,2,5,7,9,4,1,83.9,81.5,1,0,9,1,0,2,71.4,44.4,42.1,57.9,5,2,9,12,2,1,0,0,"https://www.skysports.com/football/aston-villa-vs-everton/stats/429018"
"952",952,"18/01/2021","2021-01-18",2021,1,18,"Mon","8:00pm","0-01-01 20:00:00",20,0,"arsenal","newcastle-united","Emirates Stadium",0,2,3,4,0,66.4,33.6,20,4,6,1,11,2,3,1,89.9,74.9,2,0,7,2,4,1,71.4,36.4,36,64,1,3,9,8,0,0,0,0,"https://www.skysports.com/football/arsenal-vs-newcastle-united/stats/429017"
"953",953,"17/01/2021","2021-01-17",2021,1,17,"Sun","7:15pm","0-01-01 19:15:00",19,15,"manchester-city","crystal-palace","Etihad Stadium",0,1,4,11,0,72.2,27.8,13,2,6,0,3,1,4,1,90.4,72.2,1,0,11,1,0,0,55.6,60,53.8,46.2,0,2,9,8,0,0,0,0,"https://www.skysports.com/football/manchester-city-vs-crystal-palace/stats/429023"
"954",954,"17/01/2021","2021-01-17",2021,1,17,"Sun","4:30pm","0-01-01 16:30:00",16,30,"liverpool","manchester-united","Anfield",0,5,0,3,0,65.7,34.3,17,8,3,4,6,1,8,3,86.4,73.3,1,1,7,3,1,8,56.3,50,27.8,72.2,4,3,15,6,2,1,0,0,"https://www.skysports.com/football/liverpool-vs-manchester-united/stats/429022"
"955",955,"17/01/2021","2021-01-17",2021,1,17,"Sun","2:00pm","0-01-01 14:00:00",14,0,"sheffield-united","tottenham-hotspur","Bramall Lane",0,25,1,8,3,42,58,15,14,5,5,3,4,7,5,77.7,82.9,1,2,5,7,4,1,57.9,47.1,60.5,39.5,2,4,13,4,4,0,0,0,"https://www.skysports.com/football/sheffield-united-vs-tottenham-hotspur/stats/429024"
"956",956,"16/01/2021","2021-01-16",2021,1,16,"Sat","8:00pm","0-01-01 20:00:00",20,0,"leicester-city","southampton","The King Power Stadium",0,18,2,20,0,47.6,52.4,16,8,5,3,9,5,2,0,72,76.1,2,0,2,5,5,1,59.1,66.7,60,40,3,2,10,11,2,2,0,0,"https://www.skysports.com/football/leicester-city-vs-southampton/stats/429021"
"957",957,"16/01/2021","2021-01-16",2021,1,16,"Sat","5:30pm","0-01-01 17:30:00",17,30,"fulham","chelsea","Craven Cottage",0,10,0,12,1,30.2,69.8,10,21,3,6,5,7,2,8,72.6,88.2,1,2,1,12,1,3,50,52.9,61.1,38.9,5,2,11,10,2,3,1,0,"https://www.skysports.com/football/fulham-vs-chelsea/stats/429019"
"958",958,"16/01/2021","2021-01-16",2021,1,16,"Sat","3:00pm","0-01-01 15:00:00",15,0,"west-ham-united","burnley","London Stadium",0,14,1,23,0,44.8,55.2,15,10,4,2,6,3,5,5,72.8,73.8,0,0,7,4,5,1,62.5,46.2,54.4,45.6,2,2,12,9,2,1,0,0,"https://www.skysports.com/football/west-ham-united-vs-burnley/stats/429025"
"959",959,"16/01/2021","2021-01-16",2021,1,16,"Sat","3:00pm","0-01-01 15:00:00",15,0,"leeds-united","brighton-and-hove-albion","Elland Road",0,19,0,6,1,66.6,33.4,7,7,2,2,3,3,2,2,82.7,69.2,0,1,5,2,3,0,53.8,30,50,50,1,2,8,9,1,1,0,0,"https://www.skysports.com/football/leeds-united-vs-brighton-and-hove-albion/stats/429020"
"960",960,"16/01/2021","2021-01-16",2021,1,16,"Sat","12:30pm","0-01-01 12:30:00",12,30,"wolverhampton-wanderers","west-bromwich-albion","Molineux",0,13,2,24,3,67.8,32.2,23,12,6,5,10,5,7,2,83.2,67,1,1,11,0,0,2,66.7,52.6,58.5,41.5,2,4,10,14,2,1,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-west-bromwich-albion/stats/429026"
"961",961,"21/03/2021","2021-03-21",2021,3,21,"Sun","7:30pm","0-01-01 19:30:00",19,30,"aston-villa","tottenham-hotspur","Villa Park",0,7,0,8,2,50.1,49.9,8,9,1,3,2,3,5,3,77.6,79.1,0,1,5,8,1,1,58.3,66.7,48.6,51.4,1,1,18,13,3,2,0,0,"https://www.skysports.com/football/aston-villa-vs-tottenham-hotspur/stats/429008"
"962",962,"23/02/2021","2021-02-23",2021,2,23,"Tue","6:00pm","0-01-01 18:00:00",18,0,"leeds-united","southampton","Elland Road",0,19,3,20,0,46.7,53.3,11,13,7,5,4,6,0,2,67.7,74.8,2,1,2,4,1,2,60,50,36.8,63.2,5,4,11,13,1,2,0,0,"https://www.skysports.com/football/leeds-united-vs-southampton/stats/429010"
"963",963,"21/01/2021","2021-01-21",2021,1,21,"Thu","8:00pm","0-01-01 20:00:00",20,0,"liverpool","burnley","Anfield",0,5,0,23,1,71.8,28.2,27,6,6,4,10,2,11,0,85.7,66.8,0,0,12,0,1,6,33.3,60,41.7,58.3,3,6,11,8,2,1,0,0,"https://www.skysports.com/football/liverpool-vs-burnley/stats/429015"
"964",964,"20/01/2021","2021-01-20",2021,1,20,"Wed","8:15pm","0-01-01 20:15:00",20,15,"fulham","manchester-united","Craven Cottage",0,10,1,3,2,38.5,61.5,12,15,5,5,4,6,3,4,80.7,85.8,1,1,2,8,1,2,72.7,61.1,55,45,3,4,6,10,3,1,0,0,"https://www.skysports.com/football/fulham-vs-manchester-united/stats/429009"
"965",965,"19/01/2021","2021-01-19",2021,1,19,"Tue","8:15pm","0-01-01 20:15:00",20,15,"leicester-city","chelsea","The King Power Stadium",0,18,2,12,0,35.6,64.4,8,9,6,5,2,3,0,1,81.8,87.9,4,0,6,3,1,3,57.9,68,56.5,43.5,5,4,7,16,1,3,0,0,"https://www.skysports.com/football/leicester-city-vs-chelsea/stats/429011"
"966",966,"19/01/2021","2021-01-19",2021,1,19,"Tue","6:00pm","0-01-01 18:00:00",18,0,"west-ham-united","west-bromwich-albion","London Stadium",0,14,2,24,1,59,41,14,6,6,2,5,4,3,0,82.4,72.3,3,1,3,1,2,0,60,57.9,57.9,42.1,2,4,10,10,0,1,0,0,"https://www.skysports.com/football/west-ham-united-vs-west-bromwich-albion/stats/429013"
"967",967,"14/01/2021","2021-01-14",2021,1,14,"Thu","8:00pm","0-01-01 20:00:00",20,0,"arsenal","crystal-palace","Emirates Stadium",0,2,0,11,0,67.2,32.8,11,12,4,2,5,6,2,4,86.7,76,0,0,7,3,1,1,47.1,50,54.8,45.2,2,4,11,11,1,1,0,0,"https://www.skysports.com/football/arsenal-vs-crystal-palace/stats/429007"
"968",968,"13/01/2021","2021-01-13",2021,1,13,"Wed","6:00pm","0-01-01 18:00:00",18,0,"manchester-city","brighton-and-hove-albion","Etihad Stadium",0,1,1,6,0,65.1,34.9,16,5,6,1,4,3,6,1,89.8,77.6,3,0,8,4,2,2,62.5,71.4,61.5,38.5,1,5,4,12,0,2,0,0,"https://www.skysports.com/football/manchester-city-vs-brighton-and-hove-albion/stats/429016"
"969",969,"12/1/2021","2021-01-12",2021,1,12,"Tue","8:15pm","0-01-01 20:15:00",20,15,"wolverhampton-wanderers","everton","Molineux",0,13,1,17,2,52.8,47.2,12,5,3,3,6,1,3,1,91.2,88.8,1,1,6,5,0,1,64.3,63.6,33.3,66.7,1,2,6,11,2,2,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-everton/stats/429014"
"970",970,"12/1/2021","2021-01-12",2021,1,12,"Tue","6:00pm","0-01-01 18:00:00",18,0,"sheffield-united","newcastle-united","Bramall Lane",0,25,1,4,0,66.2,33.8,17,7,4,3,6,3,7,1,86.6,68.2,1,1,5,2,2,2,36.4,53.3,52.5,47.5,3,3,13,12,2,3,0,1,"https://www.skysports.com/football/sheffield-united-vs-newcastle-united/stats/429012"
"971",971,"17/2/2021","2021-02-17",2021,2,17,"Wed","6:00pm","0-01-01 18:00:00",18,0,"burnley","fulham","Turf Moor",0,23,1,10,1,46,54,8,8,3,3,5,4,0,1,68,73.2,1,0,5,5,6,0,60,64.3,45,55,2,2,7,13,1,1,0,0,"https://www.skysports.com/football/burnley-vs-fulham/stats/428998"
"972",972,"4/1/2021","2021-01-04",2021,1,4,"Mon","8:00pm","0-01-01 20:00:00",20,0,"southampton","liverpool","St. Mary's Stadium",0,20,1,5,0,32.9,67.1,7,17,3,1,3,11,1,5,66.1,80.4,1,1,1,10,6,1,55.6,12.5,40,60,1,1,5,12,1,3,0,0,"https://www.skysports.com/football/southampton-vs-liverpool/stats/429004"
"973",973,"3/1/2021","2021-01-03",2021,1,3,"Sun","4:30pm","0-01-01 16:30:00",16,30,"chelsea","manchester-city","Stamford Bridge",0,12,1,1,3,54.6,45.4,9,18,2,6,2,8,5,4,90.4,88.1,1,5,5,3,2,0,63.6,55.6,33.3,66.7,3,1,11,10,3,1,0,0,"https://www.skysports.com/football/chelsea-vs-manchester-city/stats/428999"
"974",974,"3/1/2021","2021-01-03",2021,1,3,"Sun","2:15pm","0-01-01 14:15:00",14,15,"newcastle-united","leicester-city","St James' Park, Newcastle",0,4,1,18,2,43.3,56.7,8,9,2,3,3,5,3,1,70.4,80.5,0,1,3,6,3,3,56.3,35.7,55.8,44.2,1,1,10,11,0,2,0,0,"https://www.skysports.com/football/newcastle-united-vs-leicester-city/stats/429003"
"975",975,"2/1/2021","2021-01-02",2021,1,2,"Sat","8:00pm","0-01-01 20:00:00",20,0,"west-bromwich-albion","arsenal","The Hawthorns",0,24,0,2,4,38.1,61.9,7,21,3,12,3,7,1,2,74.3,82.7,2,4,3,5,3,2,53.8,78.6,64.3,35.7,8,3,7,4,1,2,0,0,"https://www.skysports.com/football/west-bromwich-albion-vs-arsenal/stats/429006"
"976",976,"2/1/2021","2021-01-02",2021,1,2,"Sat","5:30pm","0-01-01 17:30:00",17,30,"brighton-and-hove-albion","wolverhampton-wanderers","Amex Stadium",0,6,3,13,3,54.5,45.5,13,11,4,4,3,4,6,3,86.5,82.9,1,1,5,8,1,0,42.9,61.5,67.9,32.1,2,1,13,8,2,1,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-wolverhampton-wanderers/stats/428997"
"977",977,"2/1/2021","2021-01-02",2021,1,2,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","sheffield-united","Selhurst Park",0,11,2,25,0,44.4,55.6,9,7,4,2,2,1,3,4,72,80.6,0,0,3,6,0,3,58.3,59.1,47.9,52.1,2,2,8,18,1,3,0,0,"https://www.skysports.com/football/crystal-palace-vs-sheffield-united/stats/429000"
"978",978,"2/1/2021","2021-01-02",2021,1,2,"Sat","12:30pm","0-01-01 12:30:00",12,30,"tottenham-hotspur","leeds-united","8 Stadium",0,8,3,19,0,36.7,63.3,20,18,7,5,9,9,4,4,75.2,84.8,3,1,3,5,0,1,62.5,60,63.6,36.4,5,4,15,13,2,1,1,0,"https://www.skysports.com/football/tottenham-hotspur-vs-leeds-united/stats/429005"
"979",979,"1/1/2021","2021-01-01",2021,1,1,"Fri","8:00pm","0-01-01 20:00:00",20,0,"manchester-united","aston-villa","Old Trafford",0,3,2,7,1,48.4,51.6,19,15,9,5,5,6,5,4,82.8,79.6,2,2,5,10,1,1,54.5,72.2,59.5,40.5,4,7,22,10,4,0,0,0,"https://www.skysports.com/football/manchester-united-vs-aston-villa/stats/429002"
"980",980,"1/1/2021","2021-01-01",2021,1,1,"Fri","5:30pm","0-01-01 17:30:00",17,30,"everton","west-ham-united","Goodison Park",0,17,0,14,1,60,40,10,11,2,5,5,5,3,1,83.5,76,0,2,5,4,2,0,66.7,62.5,48.8,51.2,4,2,9,7,2,0,0,0,"https://www.skysports.com/football/everton-vs-west-ham-united/stats/429001"
"981",981,"17/02/2021","2021-02-17",2021,2,17,"Wed","8:15pm","0-01-01 20:15:00",20,15,"everton","manchester-city","Goodison Park",0,17,1,1,3,29.6,70.4,3,16,2,7,1,4,0,5,73.2,90.2,0,1,0,10,0,0,61.1,54.5,53.3,46.7,4,1,8,8,2,1,0,0,"https://www.skysports.com/football/everton-vs-manchester-city/stats/428991"
"982",982,"13/01/2021","2021-01-13",2021,1,13,"Wed","8:15pm","0-01-01 20:15:00",20,15,"tottenham-hotspur","fulham","8 Stadium",0,8,1,10,1,52.4,47.6,15,15,6,4,6,5,3,6,81.8,80.5,7,1,6,5,2,2,50,53.8,44.2,55.8,3,5,13,15,1,2,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-fulham/stats/428995"
"983",983,"30/12/2020","2020-12-30",2020,12,30,"Wed","8:00pm","0-01-01 20:00:00",20,0,"newcastle-united","liverpool","St James' Park, Newcastle",0,4,0,5,0,26.9,73.1,8,11,2,4,4,4,2,3,66,86.4,1,3,5,12,2,4,63.2,60,42.6,57.4,4,2,9,13,2,3,0,0,"https://www.skysports.com/football/newcastle-united-vs-liverpool/stats/428993"
"984",984,"29/12/2020","2020-12-29",2020,12,29,"Tue","8:00pm","0-01-01 20:00:00",20,0,"manchester-united","wolverhampton-wanderers","Old Trafford",0,3,1,13,0,58.2,41.8,11,9,3,5,5,2,3,2,87.4,81.3,2,0,2,2,4,2,26.7,43.8,59.1,40.9,5,2,11,7,1,1,0,0,"https://www.skysports.com/football/manchester-united-vs-wolverhampton-wanderers/stats/428992"
"985",985,"29/12/2020","2020-12-29",2020,12,29,"Tue","6:00pm","0-01-01 18:00:00",18,0,"west-bromwich-albion","leeds-united","The Hawthorns",0,24,0,19,5,24.4,75.6,4,14,1,6,2,3,1,5,65.1,89.1,0,2,3,10,1,1,60,38.5,40.9,59.1,2,1,7,10,0,1,0,0,"https://www.skysports.com/football/west-bromwich-albion-vs-leeds-united/stats/428996"
"986",986,"29/12/2020","2020-12-29",2020,12,29,"Tue","6:00pm","0-01-01 18:00:00",18,0,"southampton","west-ham-united","St. Mary's Stadium",0,20,0,14,0,62.6,37.4,8,8,3,3,4,3,1,2,83.9,70.9,1,0,4,3,2,3,26.7,46.7,25,75,3,4,16,15,3,1,0,0,"https://www.skysports.com/football/southampton-vs-west-ham-united/stats/428994"
"987",987,"29/12/2020","2020-12-29",2020,12,29,"Tue","6:00pm","0-01-01 18:00:00",18,0,"burnley","sheffield-united","Turf Moor",0,23,1,25,0,37.1,62.9,5,7,3,3,2,2,0,2,69.6,81.1,2,1,3,5,2,2,66.7,69.2,58.5,41.5,2,2,13,17,1,2,0,0,"https://www.skysports.com/football/burnley-vs-sheffield-united/stats/428988"
"988",988,"29/12/2020","2020-12-29",2020,12,29,"Tue","6:00pm","0-01-01 18:00:00",18,0,"brighton-and-hove-albion","arsenal","Amex Stadium",0,6,0,2,1,49.7,50.3,13,11,2,3,5,6,6,2,82.1,85.7,0,1,5,4,0,0,58.8,50,66.7,33.3,2,2,11,4,2,0,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-arsenal/stats/428987"
"989",989,"28/12/2020","2020-12-28",2020,12,28,"Mon","5:30pm","0-01-01 17:30:00",17,30,"chelsea","aston-villa","Stamford Bridge",0,12,1,7,1,63.4,36.6,16,10,5,2,7,5,4,3,82.5,72,0,1,11,4,1,1,52.9,42.1,44.1,55.9,1,4,16,3,3,1,0,0,"https://www.skysports.com/football/chelsea-vs-aston-villa/stats/428989"
"990",990,"28/12/2020","2020-12-28",2020,12,28,"Mon","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","leicester-city","Selhurst Park",0,11,1,18,1,33.1,66.9,4,17,1,3,3,10,0,4,61.8,81.4,0,1,2,5,3,2,61.1,72.7,52.3,47.7,2,0,10,7,0,1,0,0,"https://www.skysports.com/football/crystal-palace-vs-leicester-city/stats/428990"
"991",991,"27/12/2020","2020-12-27",2020,12,27,"Sun","7:15pm","0-01-01 19:15:00",19,15,"wolverhampton-wanderers","tottenham-hotspur","Molineux",0,13,1,8,1,54.8,45.2,11,6,6,3,2,2,3,1,85.6,78.8,1,0,9,2,2,0,61.9,50,52.5,47.5,2,5,20,13,4,1,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-tottenham-hotspur/stats/428986"
"992",992,"27/12/2020","2020-12-27",2020,12,27,"Sun","4:30pm","0-01-01 16:30:00",16,30,"liverpool","west-bromwich-albion","Anfield",0,5,2,24,2,78.4,21.6,17,5,2,3,11,1,4,1,88.3,56.8,2,2,8,3,1,5,72.7,66.7,66.7,33.3,2,1,8,5,0,1,0,0,"https://www.skysports.com/football/liverpool-vs-west-bromwich-albion/stats/428982"
"993",993,"27/12/2020","2020-12-27",2020,12,27,"Sun","2:15pm","0-01-01 14:15:00",14,15,"west-ham-united","brighton-and-hove-albion","London Stadium",0,14,2,6,2,43.6,56.4,11,13,4,4,2,4,5,5,76.6,81.4,1,0,5,4,2,1,57.1,63.6,59,41,2,2,6,8,0,0,0,0,"https://www.skysports.com/football/west-ham-united-vs-brighton-and-hove-albion/stats/428985"
"994",994,"27/12/2020","2020-12-27",2020,12,27,"Sun","12:00pm","0-01-01 12:00:00",12,0,"leeds-united","burnley","Elland Road",0,19,1,23,0,52.3,47.7,11,14,4,6,5,4,2,4,74.3,71.7,2,2,4,12,3,3,52.9,41.7,50,50,6,3,8,13,0,3,0,0,"https://www.skysports.com/football/leeds-united-vs-burnley/stats/428980"
"995",995,"26/12/2020","2020-12-26",2020,12,26,"Sat","8:00pm","0-01-01 20:00:00",20,0,"sheffield-united","everton","Bramall Lane",0,25,0,17,1,43.8,56.2,10,7,2,3,5,3,3,1,72.9,79.1,1,1,6,3,0,2,50,76.9,38.8,61.2,2,1,11,10,2,4,0,0,"https://www.skysports.com/football/sheffield-united-vs-everton/stats/428984"
"996",996,"26/12/2020","2020-12-26",2020,12,26,"Sat","8:00pm","0-01-01 20:00:00",20,0,"manchester-city","newcastle-united","Etihad Stadium",0,1,2,4,0,75.1,24.9,11,7,6,2,2,3,3,2,90.6,75.7,6,0,7,3,1,3,62.5,36.4,40,60,2,4,5,12,2,2,0,0,"https://www.skysports.com/football/manchester-city-vs-newcastle-united/stats/428983"
"997",997,"26/12/2020","2020-12-26",2020,12,26,"Sat","5:30pm","0-01-01 17:30:00",17,30,"arsenal","chelsea","Emirates Stadium",0,2,3,12,1,39,61,15,19,7,3,4,11,4,5,69.8,84.6,1,2,2,9,1,0,43.8,30,30.8,69.2,2,4,13,10,2,1,0,0,"https://www.skysports.com/football/arsenal-vs-chelsea/stats/428977"
"998",998,"26/12/2020","2020-12-26",2020,12,26,"Sat","3:00pm","0-01-01 15:00:00",15,0,"fulham","southampton","Craven Cottage",0,10,0,20,0,46.7,53.3,10,3,1,2,4,1,5,0,72.2,72.2,1,0,6,3,1,4,58.3,50,57.1,42.9,2,1,15,12,2,0,0,0,"https://www.skysports.com/football/fulham-vs-southampton/stats/428979"
